housing,age,tau_p10,tau_p50,tau_p90,tau_spread,tau_mean
owner,30,0.69759806116043,0.883646660819805,0.988614567680901,0.291016506520471,0.857429649315274
owner,45,0.451203607056744,0.648897757844528,0.931600401247894,0.48039679419115,0.663577857115178
owner,60,0.145254634386812,0.256183125666772,0.591342678293361,0.44608804390655,0.32103617077947
owner,66,0.180428668671776,0.373770453383655,0.826479831009854,0.646051162338078,0.437454107845504
